Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Unnamed: 28
30 GRADOS RKT,30 GRADOS RKT,RUNE,08/06/2024,QZNWU2434670,"1,422","39,1",50652672,2,1670163,,,,,,,,,,,,,,,,,,0.0,
Mi Bello Angel,Nata Montana,Natanael Cano,30/06/2023,USWL12301027,"1,421","39,1",349522530,"23,359",14819855,76.0,146063277,"734,128","8,095",9061160,55484022,242792313,19.0,1264,,8.0,1485972,8.0,8057504,3441,,389913,1.0,
Turks & Caicos (feat. 21 Savage),Nostalgia,Rod Wave,15/09/2023,USQX92305198,"1,42","39,1",79871904,"18,919",14210017,,29393085,"165,299",262,2695609,12375164,77039026,15.0,1844,30.0,12.0,58761,17.0,11360858,10860,10182081,289309,1.0,
Si Veo a Tu Mama,YHLQMDLG,Bad Bunny,29/02/2020,QM4TX2030842,"1,423","39,1",817199682,"92,013",18868123,70.0,741912041,6429361,"260,3",72202454,555577986,16786223,50.0,13012,34.0,26.0,362333,24.0,75776057,27755,,1368659,0.0,
1-800-273-8255,1-800-273-8255,Logic,28/04/2017,USUM71702778,"1,427",39,1332154389,"155,866",27988875,67.0,731296296,9138105,"472,428",26348380,176473936,150565249,114.0,286,8.0,32.0,229786,21.0,331251079,299963,,6612245,1.0,
After Hours,After Hours,The Weeknd,19/02/2020,USUG12000586,"1,424",39,942637026,"146,801",30163694,75.0,335729967,2785787,"93,883",65547896,663247978,103976790,77.0,6999,,25.0,380791,12.0,21963852,20198,11959953,5916135,0.0,
Alibi (feat. Rudimental),Alibi (feat. Rudimental) - Single,Ella Henderson,12/01/2024,GBAHS2301557,"1,426",39,78096380,"7,999",76558923,,7982763,"75,106",,,,132719358,56.0,67820,48.0,62.0,26160126,44.0,8273,28,,886709,0.0,
Everybody (feat. Lil Uzi Vert),Pink Friday 2,Nicki Minaj,08/12/2023,USUM72318698,"1,425",39,114947522,"20,245",36960349,,16861339,"252,5",,,,173158285,24.0,22363,476.0,20.0,4484645,54.0,8366917,8436,,713489,1.0,
I LUV IT (feat. Playboi Carti),I LUV IT (feat. Playboi Carti),Camila Cabello,27/03/2024,USUG12401760,"1,428","38,9",78537688,"7,391",23509446,,15545498,"390,43",,,,178030387,56.0,5626,30.0,20.0,2216295,18.0,365178,596,,361969,1.0,
The Middle,The Middle,Zedd,23/01/2018,USUM71800463,"1,432","38,9",1503269550,"135,666",65498300,72.0,377475040,3036719,"150,455",11239779,92310567,229524109,207.0,266988,229.0,188.0,371956,91.0,337132853,193321,,8500939,0.0,
Doctor (Work It Out) [feat. Miley Cyrus],Doctor (Work It Out) - Single,Pharrell Williams,01/03/2024,USSM12400672,"1,435","38,9",40447209,"4,358",14370644,,20161600,"421,776",,215200,4614000,330815319,54.0,44782,50.0,60.0,6620644,13.0,947387,232,,366242,0.0,
Pompeii,Bad Blood (The Extended Cut),Bastille,01/01/2013,GBAAA1200795,"1,434","38,9",1590278292,"259,895",65869505,71.0,892426661,6706344,"228,568",72385788,587669621,202778447,153.0,146538,299.0,111.0,467038,77.0,536880285,538789,,14002280,0.0,
Hymn For The Weekend - Seeb Remix,A Head Full Of Dreams,Coldplay,04/12/2015,GBAYE1600763,"1,429","38,9",652636187,"66,904",13714193,62.0,2311416671,17336274,"63,7",14723222,176024075,367311169,64.0,11349,,228.0,416578,1.0,65522469,19539,,2288631,0.0,
Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,16/10/2020,USUM72019170,"1,431","38,9",820172575,"119,464",35423440,66.0,236628412,5627099,"42,444",26272592,261554607,193665492,152.0,189979,246.0,40.0,1388976,38.0,48337267,39809,,3795632,1.0,
Hold On,Hold On,Justin Bieber,05/03/2021,USUM72102322,"1,433","38,9",749776475,"98,447",21788917,65.0,255815308,3672693,"48,025",27478023,250017692,303917292,129.0,162314,32.0,225.0,458830,33.0,90646001,13910,,1953031,0.0,
Can't Hold Us - feat. Ray Dalton,The Heist,Macklemore & Ryan Lewis,09/10/2012,GMM881200021,"1,43","38,9",2397109372,"287,524",83050639,74.0,1554258622,11301317,"202,552",75080554,715739402,180177990,23.0,,185.0,29.0,149377,,,,,29296074,0.0,
I Like It,Invasion of Privacy,Cardi B,06/04/2018,USAT21801431,"1,439","38,8",1624314065,"175,421",77421150,72.0,50292845,"526,148",1382427,103052825,1060409911,93415742,331.0,117778,7.0,152.0,1207198,83.0,390876857,322758,,53850,1.0,
8 Parche,8 Parche,Baani Sandhu,12/09/2019,FR96X1934664,"1,436","38,8",96829196,"9,383",1730849,58.0,1058000530,6138968,3510631,56260142,840026921,157188734,3.0,136,,,,4.0,,,,242965,0.0,
Modo DND,Modo DND,Xavi,28/10/2023,USA2P2352296,"1,437","38,8",186482379,"11,318",9655843,,123373203,"596,064",,,,960027238,2.0,123,,10.0,2327932,1.0,3940214,1341,,316408,1.0,
THANK GOD,UTOPIA,Travis Scott,28/07/2023,USSM12305005,"1,44","38,8",159483318,"53,828",5159560,68.0,22293256,"275,511","2,957",360654,3252732,1602,14.0,160,,3.0,67246,10.0,600074,528,,301658,1.0,
Home,Home,Edith Whiskers,16/10/2020,GBVHN2000009,"1,441","38,8",382143321,"98,433",18158287,65.0,97046738,1206503,3427248,1773657538,12626614888,11006,7.0,116,176.0,5.0,100685,,1117990,2788,6306655,3370245,0.0,
The London (feat. J. Cole & Travis Scott),The London (feat. J. Cole & Travis Scott),Young Thug,23/05/2019,USAT21903320,"1,438","38,8",729825680,"155,38",26351002,62.0,286183927,2353107,"33,462",5970654,63035109,222320277,90.0,65842,101.0,37.0,721934,26.0,63014064,21492,40918654,2792929,1.0,
Si Te Pudiera Mentir,Simplemente Gracias,Calibre 50,16/08/2019,QM2EJ1500417,"1,444","38,7",497062969,"39,746",21866121,69.0,1089614100,3109366,"666,4",63170710,774581354,51691986,16.0,12701,72.0,14.0,1854950,36.0,73581243,13494,,1647173,0.0,
One Of Your Girls,Something To Give Each Other,Troye Sivan,13/10/2023,AUUM72300179,"1,443","38,7",222373201,"24,491",38080713,,31161634,"637,86","58,124",63927414,568978171,1674766604,50.0,31410,144.0,36.0,1130992,37.0,553799,1079,,556768,0.0,
Tell Em,Tell Em,Cochise,28/05/2021,USSM12103018,"1,442","38,7",499262863,"156,928",20525072,70.0,131002845,1651190,"210,388",100113236,685647449,16171132,22.0,272,53.0,7.0,67108,,3380486,9659,,3065126,1.0,
Close Eyes,Close Eyes,DVRST,01/02/2021,QZHN82186053,"1,448","38,6",495840131,"118,862",32562324,70.0,387463291,5208321,"449,015",241463961,2643309542,29716281,27.0,1608,,4.0,83840,2.0,5168428,5733,,3204964,1.0,
Mr Pot Scraper,Mr Pot Scraper - Single,Bossman Dlow,23/02/2024,USQX92400597,"1,446","38,6",19565712,"3,586",6501678,,32474495,"238,892",,7618281,51520600,189230651,16.0,26,128.0,5.0,129440,10.0,2831222,2605,3809282,271898,1.0,
LA DURANGO,LA DURANGO,Peso Pluma,09/05/2024,QM6N22400640,"1,447","38,6",42032763,"2,684",48467220,79.0,12120768,"209,919",,,,2297932,28.0,17,,7.0,1333180,25.0,1015922,311,,79826,1.0,
Please Me,Please Me,Cardi B,15/02/2019,USAT21811659,"1,449","38,6",551035247,"58,065",19199798,70.0,709288321,7563367,"419,566",38208611,244717002,459597096,42.0,51761,33.0,35.0,348557,13.0,191472793,129256,25841765,2677590,1.0,
El Hijo Mayor,El Hijo Mayor - Single,Junior H,20/05/2022,USWL12200441,"1,45","38,6",357445095,"30,881",19190261,71.0,402629804,1360903,"237,8",53362153,717809876,7535944,6.0,10,,4.0,155594,5.0,5916348,4154,2487805,686504,1.0,
"Ruqya, Pt. 3",Ruqya (Quran - Coran - Islam),Hani Rifai,09/06/2014,FR6V82562979,"1,445","38,6",,,,,,,,,,,,,,,,,,,,219794543,0.0,
LA FAMA,LA FAMA (feat. The Weeknd) - Single,ROSALIA,11/11/2021,USSM12107750,"1,453","38,5",459476092,"79,169",20678333,69.0,301677718,2245842,"55,272",38358977,399821879,462649059,87.0,63710,464.0,46.0,1485067,45.0,3528286,5647,,3574604,0.0,
TIL FURTHER NOTICE,UTOPIA,Travis Scott,28/07/2023,USSM12305020,"1,451","38,5",133152051,"55,843",7668430,71.0,10008757,"138,349","2,927",964979,7150381,2984,8.0,41,,4.0,113267,,622713,531,,478358,1.0,
"Poblado (feat. Crissin, Totoy El Frio & Natan & Shander) [Remix]",Poblado (Remix),J Balvin,18/06/2021,QZ5BF1600040,"1,454","38,5",347951927,"60,696",17980948,61.0,597413972,2596959,26,6485132,91298035,169301786,78.0,21323,9.0,17.0,1666687,29.0,31517568,6884,,1143010,0.0,
LOKERA,LOKERA,Rauw Alejandro,25/07/2022,USSD12200700,"1,452","38,5",656416971,"74,344",55382119,75.0,58769088,"325,798","293,693",109562958,1039707434,,75.0,35346,249.0,29.0,2015748,47.0,33566910,4454,,1394827,1.0,
cardigan,folklore,Taylor Swift,24/07/2020,USUG12002836,"1,458","38,4",1307283069,"94,169",67796903,80.0,250157022,3792791,1470630,374412871,2941268049,280717147,131.0,54624,11.0,104.0,361732,85.0,21437551,24674,,4686324,0.0,
See You Again (feat. Kali Uchis),Flower Boy,"Tyler, The Creator",21/07/2017,USQX91701275,"1,456","38,4",1610423351,"283,537",75314202,84.0,345975070,4492100,"265,876",153478678,832654007,21871961,99.0,5055,180.0,57.0,714087,32.0,13113654,43422,3586900,3197618,1.0,
Namas Today - Original Version,Mountains of Gods,CA3RD,26/09/2022,DELM42201660,"1,46","38,4",,,,,602334197,1211320,,,,,,1,,,,,,,,,0.0,
Amanece,Amanece,Anuel AA,14/12/2018,USDXS1806044,"1,457","38,4",784096553,"80,071",22684253,77.0,979304024,4295929,"78,5",8119129,98951834,153169651,31.0,7211,26.0,8.0,63513,11.0,100876561,12268,17640877,1503816,0.0,
Popular,Popular,The Weeknd,22/02/2024,USUMV2302771,"1,459","38,4",811545581,1,65,,,,,,,,,,,,,,,,,,1.0,
King Shit,Leo,Shubh,05/01/2024,QMFMG2357540,"1,455","38,4",84030576,"4,988",9741006,71.0,107773139,1537321,,,,236248537,14.0,175,,2.0,6948,11.0,31686,27,,205897,0.0,
LA INOCENTE,Microdosis,Mora,01/04/2022,QM4TX2252954,"1,461","38,4",736983718,"92,256",38659924,76.0,97778011,"619,019","343,8",74611902,559279404,,42.0,20516,48.0,21.0,10512345,36.0,2465152,1503,,1849683,1.0,
Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake,01/05/2020,USUG12001407,"1,462","38,3",763384135,"200,27",32837352,72.0,182844852,1503848,"1,215",958715,5371997,358952,61.0,146,14.0,25.0,174131,10.0,80929321,36854,,1880744,1.0,
Johnny Dang (with Paul Wall & DRODi),Johnny Dang (with Paul Wall & DRODi),That Mexican OT,26/05/2023,USUG12303409,"1,466","38,3",128049237,"42,334",16862073,68.0,66669093,"735,494","88,738",19391143,184180412,334108232,25.0,15193,45.0,1.0,5942,16.0,16468902,11354,,847635,1.0,
S-Class,5-STAR,Stray Kids,02/06/2023,US5TA2300034,"1,465","38,3",207857363,"14,268",6924859,70.0,202184485,3376954,"237,706",290304541,1571240092,84759058,20.0,1339,15.0,4.0,41620,32.0,1530163,2801,,452274,0.0,
GASLIGHT,GASLIGHT,INJI,14/04/2022,QZHN32201081,"1,463","38,3",17756452,"8,421",1500039,48.0,1602919,"27,727",4400171,260882262,5068567775,,1.0,267,56.0,,,,29804,,,186114,1.0,
Die Young (feat. 347aidan),Die Young (feat. 347aidan),Sleepy Hallow,25/05/2022,USRC12201686,"1,464","38,3",245406516,"75,951",9524862,60.0,53569545,"636,003",40,11956224,85005540,285531054,12.0,4801,80.0,8.0,48742,3.0,2858516,4884,22301254,358116,1.0,
Vente Pa' Ca,Vente Pa' Ca,Ricky Martin,22/09/2016,USSD11600252,"1,467","38,2",613961293,"57,564",22110798,66.0,2008509134,5299342,"291,135",59964525,416104248,333494165,70.0,13945,36.0,48.0,223157,53.0,54891883,22841,,4173066,0.0,
Can't Tame Her,Can't Tame Her,Zara Larsson,26/01/2023,USSM12210918,"1,473","38,2",159051363,"31,456",22058380,62.0,36559555,"374,415","322,832",13209435,214685378,8110915,62.0,181938,140.0,26.0,289676,14.0,482317,425,579551,1293372,0.0,
VIBEZ,KIRK,DaBaby,27/09/2019,USUM71919281,"1,47","38,2",432315500,"95,756",16692750,59.0,161619855,1879161,5017600,146241546,1119929038,6676480,38.0,44945,202.0,11.0,9718,,85830613,38488,,1172142,1.0,
I Don't Fuck With You,I Don't Fuck With You,Big Sean,19/09/2014,USUM71414033,"1,475","38,2",781790448,"135,134",33420257,67.0,426579083,3923819,"174,375",21153140,186021426,249351279,80.0,33993,6.0,28.0,200973,20.0,557775859,813986,71735622,,1.0,
Se Grita,Reinsertado,Morad,12/05/2023,QM6N22330624,"1,474","38,2",142131977,"47,009",7163568,69.0,81587375,"506,426","137,704",28652947,274170598,,10.0,2627,,8.0,708924,11.0,1115,9,,1158542,1.0,
HYAENA,UTOPIA,Travis Scott,28/07/2023,USSM12305004,"1,468","38,2",137071285,"47,247",5437356,68.0,16951175,"234,706","2,104",740328,5731192,,9.0,360,,7.0,130827,10.0,322160,629,3791422,105824,1.0,
KICK BACK,KICK BACK,Kenshi Yonezu,12/10/2022,JPU902203702,"1,469","38,2",360816226,"61,627",7633366,70.0,171459970,1769697,"242,682",120113199,1353881739,539775263,35.0,2928,,8.0,54591,4.0,880678,2564,317508,486018,0.0,
M.A.I,111,Milo j,30/11/2023,UYB282384010,"1,471","38,2",163958167,"12,417",15958224,76.0,86105258,"868,068",,327781,1805126,655485361,2.0,156,,11.0,7137853,1.0,15146,81,,478702,0.0,
Tu hai kahan,Tu hai kahan,AUR,10/06/2023,QZMEM2351612,"1,472","38,2",218471293,"16,445",7312501,72.0,218599817,4720491,,,,881188488,4.0,290,,2.0,1475,6.0,,,,517594,0.0,
Danza Kuduro - Cover,WORK OUT MUSIC MIX,WORK OUT GYM - DJ MIX,20/10/2023,TCJPX2359315,"1,478","38,1",1642258500,9,49,,,,,,,,,,,,,,,,,,1.0,
Truth or Dare,TYLA,Tyla,01/12/2023,USSM12308650,"1,48","38,1",91143676,"13,407",30382319,77.0,31174494,"570,689",629,8970312,95419062,3467570606,58.0,49386,226.0,41.0,380101,32.0,5215909,2625,,704867,0.0,
Just the Way You Are,Just The Way You Are,Bruno Mars,20/07/2010,USAT21001269,"1,477","38,1",2099862852,"233,719",148404419,79.0,2218318671,10649958,"372,986",48743057,411934018,1777493774,174.0,331536,429.0,123.0,1032117,65.0,,,,9609553,0.0,
Rasputin,Rasputin,Majestic,26/02/2021,DEE862100256,"1,481","38,1",613000788,"152,363",73448130,73.0,68681033,"645,892",523,88996,1560809,,124.0,134879,,98.0,2668695,37.0,4694082,3303,2791732,3038650,0.0,
Say It Right (Dance),"This Is MELON, Vol. 1 (Dance)",MELON,24/02/2023,ZZOPM2342003,"1,479","38,1",3119521,560,10301672,30.0,436426901,1220159,,,,,1.0,1,,3.0,167042,,486,,,,0.0,
If the World Was Ending - feat. Julia Michaels,If the World Was Ending (feat. Julia Michaels),JP Saxe,17/10/2019,USQX91902708,"1,483","38,1",1145402792,"134,427",81562006,69.0,96493850,"756,954","775,324",147160931,947802755,68389,179.0,131938,290.0,72.0,482672,35.0,92421060,57696,20375650,3815615,0.0,
"How Far I'll Go - From ""Moana""","How Far I'll Go (From ""Moana"")",Alessia Cara,28/10/2016,USWD11677601,"1,476","38,1",740261910,"49,852",13088456,58.0,341087439,2812967,"6,68",5148211,26579876,2631537,72.0,10652,,17.0,96911,12.0,267332003,1592942,4664608,3721475,0.0,
Heartless,Heartless,The Weeknd,27/11/2019,USUG11904007,"1,486",38,975754682,"137,196",28066964,73.0,222977264,2542926,"52,181",30592047,210080661,217215456,99.0,105042,155.0,36.0,287898,25.0,108935183,44668,19179795,2433408,1.0,
Upa Cavalinho,"Galinha Pintadinha, Vol. 4",Galinha Pintadinha,01/07/2014,BRP8C1200082,"1,485",38,13615330,"1,14","407,642",49.0,3024886279,7956355,"201,54",6854117,112054234,14580,,3,,2.0,11063,2.0,,,,13860,0.0,
Show Time,Show Time,SUPER JUNIOR,11/06/2024,KRA302400197,"1,491",38,,31,2988530,39.0,3657483,"57,391",305,,,,2.0,7,,1.0,337935,16.0,37,,,303,0.0,
Mirrors,Songs For The Philippines,Justin Timberlake,01/01/2013,USRC11300059,"1,487",38,1047154254,"168,622",53352470,74.0,1401802614,7138440,"912,741",259542276,2060063173,1784521360,106.0,85485,69.0,74.0,484204,47.0,478391258,378791,,14564665,0.0,
we fell in love in october,we fell in love in october / October Passed Me By,girl in red,01/01/2018,GBKPL1828677,"1,49",38,1034272727,"201,381",54919566,77.0,235190444,4584548,2469242,313991722,2226783393,9309862,37.0,1675,51.0,24.0,270287,50.0,10135078,21017,30020995,2050181,0.0,
Sorry Not Sorry,Sorry Not Sorry,Demi Lovato,11/07/2017,USUM71707196,"1,489",38,1156601592,"78,398",28404966,67.0,782935937,6789404,1711789,39636079,278587450,35991832,60.0,62717,306.0,68.0,301972,31.0,387403961,283108,,3291558,1.0,
X ESO BB,X ESO BB,Jere Klein,10/08/2023,UYB282393001,"1,484",38,124155654,"18,514",4998854,66.0,172727223,"201,753",,,,175089061,3.0,2617,,7.0,6634256,,7227,12,,137962,1.0,
Where Did You Go? (feat. MNEK),Where Did You Go?,Jax Jones,26/01/2022,GBUM72108841,"1,488",38,389547230,"65,208",36265310,70.0,50898391,"293,996","20,557",6446277,124607839,2459024747,114.0,268879,255.0,59.0,1434573,51.0,1397531,1037,4459699,3930598,0.0,
The Lazy Song,Doo-Wops & Hooligans,Bruno Mars,05/10/2010,USAT21001886,"1,496","37,9",950810060,"151,801",51937840,72.0,2903165526,16099406,1646512,89468350,852185637,1712813921,66.0,121835,51.0,188.0,305090,19.0,282572,174,,5749737,0.0,
Sex Sounds,True 2 Myself,Lil Tjay,11/10/2019,USSM11909049,"1,495","37,9",413974601,"110,016",7011141,69.0,157947172,1678467,1100476,57769616,438050984,5828058,9.0,159,2.0,5.0,49203,,15614924,49563,52862267,2444154,1.0,
FALSO,Un Verano Sin Ti,Bad Bunny,06/05/2022,QM6MZ2214876,"1,493","37,9",542751537,"67,763",20306682,71.0,195610806,1623280,"228,878",87866614,803525888,22535103,28.0,18652,129.0,6.0,288649,17.0,27807712,14924,,1359456,0.0,
Asiwaju,Asiwaju,Ruger,14/11/2022,GBARL2202349,"1,498","37,9",108133711,"34,39",4480387,18.0,122293855,"619,448",1000047,13992725,173486714,9267087,35.0,6133,22.0,12.0,585409,19.0,1287462,335,2821424,2409680,1.0,
Sticky,"Honestly, Nevermind",Drake,17/06/2022,USUG12204888,"1,492","37,9",253177498,"83,779",16621189,66.0,79370407,"913,062","141,579",62240027,612598555,99651539,40.0,2011,826.0,10.0,190743,23.0,28529396,12106,8402779,1006549,1.0,
Mahiye Jinna Sohna Slowed + Reverb,Mahiye Jinna Sohna Lofi Remix,Darshan Raval,27/07/2023,INW262317919,"1,502","37,9",1843453,311,"174,474",35.0,1914601,"25,616",2000000,13668109,236654614,,,,,,,,137,,,,0.0,
hey! hey!,hey! hey! - Single,TWS,05/06/2024,USA2P2428743,"1,499","37,9",1010608,109,3531295,,8768054,"138,917",,,,163762,10.0,41,,,,17.0,950,,,3645,0.0,
Centuries,Centuries,Fall Out Boy,09/09/2014,USUM71412644,"1,501","37,9",1184571362,"180,715",48698123,75.0,829829470,7984888,"200,505",28001951,254037168,42185831,71.0,54050,205.0,46.0,163430,42.0,613556624,443955,9188607,5556481,0.0,
What Makes You Beautiful,Up All Night,One Direction,01/01/2011,GBHMU1100018,"1,494","37,9",1265397717,"175,809",81950675,80.0,1864674236,16322948,"102,425",69075817,437246025,569428484,132.0,130026,244.0,65.0,674257,51.0,371873876,841626,,7288548,0.0,
Sweetest Pie,Sweetest Pie - Single,Megan Thee Stallion,11/03/2022,QMCE32200232,"1,5","37,9",359563711,"50,913",44666984,64.0,129735943,1701169,"9,283",3216719,35564746,4873958099,51.0,276136,1460.0,26.0,169737,62.0,23711164,9159,,1702634,1.0,
GMFU (w/ 6arelyhuman),GMFU (w/ 6arelyhuman),Odetari,26/07/2023,QZVFR2301503,"1,503","37,8",199444237,"31,285",5660364,72.0,26054503,"411,659","137,1",26294743,178981870,,1.0,,,2.0,11655,8.0,1000492,67,6258684,716415,1.0,
SKITZO,UTOPIA,Travis Scott,28/07/2023,USSM12305016,"1,513","37,8",97901897,"49,313",5181004,66.0,12456826,"187,457",214,42159,540963,,6.0,28,,2.0,15118,,732313,445,3552188,176850,1.0,
Friendly Fire,Friendly Fire,Linkin Park,23/02/2024,USWB12400280,"1,505","37,8",27605207,"4,232",10396816,8.0,9695623,"443,958",,,,1904859814,16.0,58575,97.0,17.0,10909859,19.0,3428351,481,,343192,0.0,
Niï¿½ï¿½a Bo,Niï¿½ï¿½a Bo,Feid,21/04/2023,USUM72305943,"1,508","37,8",237741410,"39,503",20043997,61.0,86652111,"676,137","314,3",33678445,411538350,10320009,37.0,22112,130.0,32.0,499187,13.0,3040416,525,,482221,0.0,
SkeeYee,Hood Hottest Princess,Sexyy Red,09/06/2023,QZQAY2395569,"1,51","37,8",96289114,"24,566",8733511,67.0,33861736,"296,191","522,4",159504238,1094402576,102011912,21.0,6030,884.0,2.0,11894,34.0,5800021,21418,5779008,614711,1.0,
The Git Up,The Git Up,Blanco Brown,03/05/2019,QZEPT1900040,"1,506","37,8",346783267,"70,08",10444758,61.0,418672564,3547763,1270685,229456717,2139750734,199946770,,14316,55.0,16.0,576336,21.0,155086108,446316,12447202,,0.0,
Beautiful Crazy,Beautiful Crazy,Luke Combs,04/05/2018,US6XF1700259,"1,511","37,8",828103564,"83,834",17064586,77.0,594679967,2844786,"276,496",13757610,122040522,547486841,54.0,32,33.0,12.0,8375,14.0,494840019,316862,1653812,1837804,0.0,
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,02/06/2023,USUM72308539,"1,504","37,8",199846893,"53,777",10893828,69.0,44694805,"569,158",,,,690391,46.0,380,,5.0,140925,25.0,1444633,9234,,649807,0.0,
Lover,Lover,Taylor Swift,16/08/2019,USUG11901473,"1,507","37,8",1413268808,"104,435",94697921,81.0,492503095,6305357,"400,078",142555742,921980357,445323991,201.0,74209,33.0,54.0,1301097,91.0,63095932,101424,,4309604,0.0,
Midas Touch,Midas Touch,KISS OF LIFE,03/04/2024,KRA382401544,"1,512","37,8",50824333,"2,846",15707891,75.0,42516402,"906,687",,2436617,10253705,,14.0,,70.0,1.0,8709,7.0,31855,119,,70507,0.0,
Follow You,Follow You / Cutthroat,Imagine Dragons,12/03/2021,USUM72102981,"1,514","37,8",412887321,"69,959",8523570,65.0,186582105,2209078,"50,526",14717696,155388095,4985910,101.0,310438,441.0,27.0,398506,31.0,104559307,17563,,4567971,0.0,
Por las Noches,Por las Noches,Peso Pluma,11/06/2021,FR96X2198154,"1,509","37,8",541105655,"34,793",10847105,43.0,580242662,3118669,"183,1",68355371,616205518,,26.0,,,1.0,95169,5.0,31219953,12776,7857579,798096,0.0,
Body Like A Back Road,Body Like A Back Road,Sam Hunt,01/02/2017,USUM71700575,"1,52","37,7",874864898,"78,015",21590960,66.0,340287969,1528388,"252,414",1148124,12493072,384943254,103.0,183258,444.0,14.0,13156,42.0,637093831,511767,20463147,3691205,0.0,
Best Part (feat. H.E.R.),Freudian,Daniel Caesar,25/08/2017,CADDS1700022,"1,516","37,7",1362614026,"183,645",51977530,79.0,198079219,2252308,"619,185",116244737,854742783,35115195,198.0,30988,112.0,56.0,606036,91.0,184904047,122165,40539247,4584343,0.0,
Melhor Vibe,Melhor Vibe,MC Ryan SP,20/03/2024,BRWMB2400319,"1,519","37,7",39157273,"2,886",19563551,73.0,55389635,"396,508",,,,195273347,,,,20.0,12880187,19.0,,,,,1.0,
Cake By The Ocean - Cover,Western music that excites driving,LOVE BGM JPN,24/10/2023,TCJPX2359697,"1,521","37,7",1622824522,,,,,,,,,,,,,,,,,,,,1.0,
